用户ID,性别,年龄,是否有驾照,所在地区,是否此前购买过车险,车龄,车辆是否发生过事故,年保费,购买渠道,距离上次沟通时间间隔
381687,0,60,1,26,0,1,1,2630,26,149
381688,0,33,1,46,1,0,0,36475,152,15
381689,0,36,1,28,0,1,1,45767,156,102
381690,0,47,1,28,0,1,1,60413,124,298
381691,1,34,1,26,0,1,0,24979,152,171
381692,1,29,1,28,1,0,0,44991,152,265
381693,1,37,1,28,0,1,1,47081,156,67
381694,1,24,1,15,1,0,0,34475,152,142
381695,0,64,1,15,1,1,0,2630,26,135
381696,1,26,1,12,1,0,0,32793,152,196
381697,0,74,1,28,0,2,1,53297,26,68
381698,1,22,1,15,0,0,0,42115,152,53
381699,1,25,1,3,0,0,1,21416,152,224
381700,0,80,1,28,1,1,0,37481,122,208
381701,0,32,1,20,0,0,1,2630,124,224
381702,1,47,1,28,0,1,1,2630,124,226
381703,0,35,1,14,1,1,0,22667,152,56
381704,0,24,1,12,1,0,0,35006,152,40
381705,1,69,1,28,0,2,1,53861,124,30
381706,0,21,1,36,0,0,1,32856,152,183
381707,0,22,1,41,1,0,0,48528,152,34
381708,0,44,1,48,1,1,0,2630,15,104
381709,1,31,1,27,1,0,0,2630,152,94
381710,0,44,1,2,0,1,1,31999,26,34
381711,1,21,1,15,1,0,0,35703,160,169
381712,0,21,1,8,0,0,1,52202,160,162
381713,1,64,1,28,0,1,0,35600,26,51
381714,1,42,1,15,1,1,0,30693,152,247
381715,0,46,1,48,0,1,1,2630,124,280
381716,0,23,1,4,0,0,1,27370,152,87
381717,1,53,1,28,1,1,0,39993,26,28
381718,1,44,1,28,0,1,1,35956,124,263
381719,1,25,1,28,1,0,0,24640,152,182
381720,0,35,1,28,1,1,0,51335,124,101
381721,0,57,1,33,1,1,0,36513,26,10
381722,0,42,1,8,0,1,1,27501,26,107
381723,1,67,1,28,0,1,1,31431,122,275
381724,1,63,1,3,0,2,1,36290,26,185
381725,0,27,1,47,0,0,0,2630,1,21
381726,1,56,1,11,0,1,1,2630,124,161
381727,0,30,1,15,0,0,1,2630,152,84
381728,0,46,1,14,0,1,1,32104,26,109
381729,1,26,1,6,1,0,0,27683,152,216
381730,0,54,1,28,0,1,1,45667,26,275
381731,0,42,1,46,1,1,0,30404,11,256
381732,1,34,1,41,1,1,0,42094,152,279
381733,1,41,1,33,0,1,1,2630,157,278
381734,0,77,1,24,0,1,1,35191,26,181
381735,0,47,1,50,1,1,0,38226,8,52
381736,1,31,1,3,1,0,0,25193,152,162
381737,1,24,1,41,0,0,1,33923,152,275
381738,0,22,1,28,0,0,1,55540,152,21
381739,0,24,1,16,1,0,0,29569,152,229
381740,0,34,1,10,0,1,1,28003,124,108
381741,0,39,1,29,0,1,1,25015,156,217
381742,1,27,1,26,1,0,0,45097,152,82
381743,1,21,1,50,0,0,1,19392,160,298
381744,0,23,1,6,1,0,0,22914,163,90
381745,1,23,1,30,1,0,0,36108,152,239
381746,0,24,1,46,1,0,0,24892,152,37
381747,1,21,1,46,1,0,0,49695,152,188
381748,1,22,1,6,1,0,0,29166,152,255
381749,0,40,1,41,0,1,0,31243,136,105
381750,1,61,1,41,0,1,0,38337,154,190
381751,0,24,1,24,1,0,1,28173,152,153
381752,1,24,1,41,0,0,1,24909,152,10
381753,1,25,1,21,1,0,0,29244,152,60
381754,1,62,1,3,0,1,1,2630,26,206
381755,0,42,1,28,0,2,1,55895,124,91
381756,1,21,1,10,1,0,0,26931,152,167
381757,1,29,1,33,1,0,0,2630,151,104
381758,0,50,1,46,1,1,0,34390,124,252
381759,1,58,1,8,0,1,1,37037,26,210
381760,1,27,1,45,1,0,0,25328,152,147
381761,0,27,1,15,0,0,1,31623,152,143
381762,1,40,1,24,1,1,0,58122,145,179
381763,1,22,1,11,1,0,0,26158,152,289
381764,0,45,1,33,0,1,0,32500,124,147
381765,0,56,1,27,0,1,1,24358,163,290
381766,0,55,1,46,0,1,0,2630,124,222
381767,0,32,1,9,0,0,1,23105,124,96
381768,1,46,1,28,0,1,1,48438,124,60
381769,0,70,1,8,1,1,0,35846,26,181
381770,0,57,1,28,0,1,1,2630,26,77
381771,0,53,1,23,0,1,1,37509,124,201
381772,1,32,1,3,0,0,1,31182,26,217
381773,1,23,1,8,1,0,0,20738,152,181
381774,0,28,1,41,1,0,0,2630,152,108
381775,0,24,1,50,1,0,0,32197,152,119
381776,0,24,1,12,1,0,0,32178,152,41
381777,0,67,1,49,0,1,1,30510,157,182
381778,1,55,1,8,0,1,1,2630,26,56
381779,0,23,1,46,1,0,0,29592,160,221
381780,0,78,1,28,1,1,0,29418,26,191
381781,1,44,1,8,0,1,1,55308,160,238
381782,1,24,1,21,1,0,0,24451,152,200
381783,0,22,1,30,1,0,0,44904,152,109
381784,0,24,1,46,1,0,0,20138,160,12
381785,0,24,1,50,1,0,0,34264,152,259
381786,0,62,1,8,0,2,1,36696,26,93
381787,1,47,1,28,0,1,1,40173,13,279
381788,0,51,1,28,0,1,1,2630,156,148
381789,1,68,1,8,0,1,1,29676,124,91
381790,0,45,1,28,0,1,1,40836,124,61
381791,0,40,1,28,0,1,1,32274,157,65
381792,0,21,1,17,0,0,1,33164,152,103
381793,1,41,1,48,1,1,0,2630,15,71
381794,0,55,1,28,0,2,1,48514,122,99
381795,1,41,1,48,0,1,1,2630,15,80
381796,0,22,1,34,0,0,1,37161,152,41
381797,1,39,1,39,0,1,1,28391,124,234
381798,1,61,1,29,0,1,1,2630,52,59
381799,1,22,1,8,1,0,0,36722,152,267
381800,1,42,1,28,1,1,0,29971,122,81
381801,0,36,1,36,0,1,1,67816,124,180
381802,0,23,1,46,1,0,0,24177,152,18
381803,1,52,1,11,1,1,0,46058,26,289
381804,0,49,1,46,0,1,1,24724,124,31
381805,0,24,1,8,1,0,0,60743,152,121
381806,1,26,1,37,1,0,0,2630,152,33
381807,1,36,1,28,1,1,0,30477,26,75
381808,0,21,1,8,1,0,0,57968,160,256
381809,0,45,1,28,0,1,1,38292,26,44
381810,1,41,1,28,1,1,0,47107,26,164
381811,1,49,1,28,0,1,1,29984,26,200
381812,1,66,1,28,0,1,1,54602,61,46
381813,1,21,1,30,0,0,1,27713,152,251
381814,0,33,1,28,0,0,1,2630,122,27
381815,1,24,1,10,1,0,0,19199,152,136
381816,0,53,1,23,0,1,1,2630,124,89
381817,0,24,1,41,1,0,0,50993,152,114
381818,0,23,1,37,1,0,0,2630,26,187
381819,0,23,1,29,1,0,0,23075,152,119
381820,1,23,1,21,1,0,0,54502,152,38
381821,0,23,1,6,1,0,1,31986,152,132
381822,1,47,1,15,1,1,0,32855,14,67
381823,1,20,1,34,0,0,1,34296,160,182
381824,1,27,1,29,1,0,0,24934,152,153
381825,0,41,1,26,0,1,0,27629,120,263
381826,0,43,1,47,1,1,0,39975,124,274
381827,1,25,1,28,1,0,0,61710,152,291
381828,0,25,1,6,0,0,0,2630,152,44
381829,0,58,1,28,0,1,1,52137,122,197
381830,0,60,1,28,0,1,1,53038,122,236
381831,1,24,1,37,1,0,0,28550,152,242
381832,1,77,1,28,1,1,0,59816,122,147
381833,0,25,1,39,1,0,0,2630,152,34
381834,1,50,1,28,0,1,1,37586,26,252
381835,1,47,1,41,1,1,0,29197,26,220
381836,0,49,1,50,0,1,1,34598,124,196
381837,1,45,1,35,0,1,1,38237,124,84
381838,1,79,1,8,1,1,0,43450,122,25
381839,0,39,1,8,1,1,0,33044,26,127
381840,0,23,1,28,1,0,0,50263,152,174
381841,1,23,1,37,1,0,0,28821,152,16
381842,1,23,1,46,1,0,0,27487,160,42
381843,1,21,1,46,1,0,0,29399,152,209
381844,0,43,1,8,0,1,1,90262,124,239
381845,0,55,1,28,0,1,1,38108,26,120
381846,1,26,1,28,1,0,0,49614,152,273
381847,0,23,1,46,1,0,0,43722,152,184
381848,0,25,1,19,1,0,0,35194,152,246
381849,1,21,1,2,0,0,0,18317,152,147
381850,0,34,1,28,1,1,0,29647,152,105
381851,0,24,1,11,1,0,0,21119,152,191
381852,0,25,1,18,0,0,1,26329,152,60
381853,0,45,1,3,1,1,1,12891,26,187
381854,1,22,1,14,1,0,0,24149,152,212
381855,1,53,1,28,0,2,1,38989,26,258
381856,0,25,1,36,1,0,0,2630,152,272
381857,1,24,1,37,1,0,0,21517,152,222
381858,0,26,1,28,1,0,0,32080,152,182
381859,1,25,1,32,0,0,1,21328,152,181
381860,0,24,1,17,1,0,0,28480,152,175
381861,0,23,1,28,0,0,1,45849,152,165
381862,1,39,1,28,0,1,1,29122,124,295
381863,1,22,1,37,0,0,1,33041,152,290
381864,1,72,1,33,1,1,0,31676,61,170
381865,0,29,1,8,1,1,0,38228,124,186
381866,1,41,1,28,0,1,1,47355,124,30
381867,0,40,1,50,1,1,0,43684,26,92
381868,0,25,1,24,1,0,0,26032,152,199
381869,1,22,1,46,1,0,0,24075,152,183
381870,1,23,1,45,0,0,0,2630,152,173
381871,0,27,1,50,1,0,0,25734,151,270
381872,0,35,1,10,1,1,0,29839,152,231
381873,1,30,1,41,1,0,0,35019,152,94
381874,0,24,1,28,0,0,1,28957,152,297
381875,1,21,1,11,0,1,0,2630,163,184
381876,1,53,1,25,1,1,0,2630,26,106
381877,1,20,1,11,0,1,1,39992,26,207
381878,0,25,1,32,0,0,1,40832,152,12
381879,1,31,1,41,1,1,0,27899,26,87
381880,1,22,1,16,1,0,0,18538,26,281
381881,1,32,1,28,1,1,0,68900,124,13
381882,0,24,1,15,1,0,0,25962,152,241
381883,1,73,1,46,0,1,1,2630,26,31
381884,0,35,1,28,0,1,0,47990,26,216
381885,0,47,1,8,0,1,1,2630,157,142
381886,0,48,1,28,0,1,1,2630,26,79
381887,0,32,1,14,1,0,0,28787,152,22
381888,1,48,1,28,1,1,0,2630,124,61
381889,1,23,1,15,1,0,0,46089,152,282
381890,0,24,1,21,1,0,0,35155,152,108
381891,1,21,1,16,0,0,0,38271,160,67
381892,1,35,1,8,1,1,0,27895,152,64
381893,0,55,1,29,1,1,0,2630,152,112
381894,1,23,1,30,1,0,0,21682,152,137
381895,0,74,1,50,0,1,0,34412,18,266
381896,1,50,1,50,0,1,1,39152,124,232
381897,1,68,1,50,0,1,0,40333,18,63
381898,0,52,1,0,0,1,1,2630,26,206
381899,0,21,1,2,0,0,1,33685,152,49
381900,0,43,1,28,0,1,1,32539,124,205
381901,1,25,1,36,0,0,0,2630,152,140
381902,0,26,1,37,0,0,1,2630,152,51
381903,1,23,1,32,1,0,0,33564,152,165
381904,1,51,1,29,0,1,0,28558,156,186
381905,0,53,1,28,0,1,1,39296,124,29
381906,1,26,1,8,0,0,1,54424,152,128
381907,1,58,1,2,0,1,1,2630,156,10
381908,1,35,1,15,0,1,1,34831,154,197
381909,0,67,1,45,0,2,1,23408,125,24
381910,1,52,1,41,0,1,1,32073,12,28
381911,1,59,1,28,1,1,0,53793,26,60
381912,0,41,1,28,0,1,1,2630,26,279
381913,1,26,1,3,1,0,0,29361,152,228
381914,0,75,1,28,0,1,1,39049,124,99
381915,1,51,1,0,0,2,1,2630,26,236
381916,0,42,1,28,1,1,1,43530,124,38
381917,0,25,1,36,1,0,0,27253,152,193
381918,0,21,1,46,1,0,0,29641,152,142
381919,1,43,1,50,0,1,1,2630,157,279
381920,1,24,1,8,0,0,1,2630,152,69
381921,1,63,1,28,0,1,1,40816,26,299
381922,0,26,1,11,1,0,0,35611,152,23
381923,0,37,1,46,0,1,0,35380,124,269
381924,0,23,1,47,0,0,1,2630,26,109
381925,0,22,1,10,1,0,0,44846,152,171
381926,0,22,1,50,0,0,1,2630,160,104
381927,1,23,1,41,0,0,1,40297,152,151
381928,0,66,1,36,0,2,1,2630,154,70
381929,1,71,1,8,1,1,0,28459,124,178
381930,0,45,1,28,1,1,0,38850,61,222
381931,1,27,1,41,1,0,0,40984,152,48
381932,1,62,1,28,0,1,1,37681,26,120
381933,0,38,1,8,1,1,0,2630,124,78
381934,0,72,0,28,0,1,1,27656,122,243
381935,0,35,1,28,0,1,1,37622,31,242
381936,1,28,1,15,0,1,1,2630,157,227
381937,0,22,1,2,1,0,0,35176,152,273
381938,1,24,1,34,0,0,1,2630,152,244
381939,1,31,1,41,1,0,0,23509,152,25
381940,1,20,1,6,0,0,1,2630,160,266
381941,1,29,1,28,1,0,0,44756,152,23
381942,0,58,1,28,1,1,0,36907,30,140
381943,0,53,1,35,0,1,1,31208,10,244
381944,0,22,1,27,1,0,1,26096,152,195
381945,1,64,1,25,1,1,0,32415,124,59
381946,0,53,1,28,1,1,0,38787,26,12
381947,0,49,1,48,1,1,0,2630,15,252
381948,0,68,1,28,1,1,0,64700,55,178
381949,0,39,1,8,1,1,0,35391,124,213
381950,0,48,1,35,0,1,1,25287,124,259
381951,1,22,1,29,0,1,0,2630,154,263
381952,1,26,1,43,1,0,0,2630,152,105
381953,0,65,1,28,0,1,1,30411,26,83
381954,0,52,1,3,1,1,1,50842,26,225
381955,1,45,1,28,0,1,1,48217,26,253
381956,1,27,1,28,1,0,0,46825,152,18
381957,1,53,1,10,0,1,1,34904,124,150
381958,0,26,1,18,0,0,1,46202,152,140
381959,1,40,1,28,0,2,1,51893,42,195
381960,1,21,1,40,0,0,1,26989,152,80
381961,1,34,1,28,1,1,0,30877,152,224
381962,1,60,1,50,0,1,1,49684,8,266
381963,1,22,1,18,1,0,0,30575,152,128
381964,1,29,1,37,1,0,0,42905,152,252
381965,0,27,1,18,1,0,0,2630,160,189
381966,0,23,1,46,1,0,0,43107,152,159
381967,0,53,1,15,0,1,1,38360,124,297
381968,1,63,1,28,0,2,1,48203,26,254
381969,1,37,1,41,1,1,0,26908,152,27
381970,0,24,1,8,1,0,0,36722,152,14
381971,1,52,1,33,1,1,0,70052,152,118
381972,0,51,1,8,0,1,1,44152,26,296
381973,0,30,1,39,1,0,0,42427,152,155
381974,1,35,1,14,1,1,0,28515,152,261
381975,0,24,1,29,1,0,0,23905,152,65
381976,1,26,1,11,1,0,0,47218,152,121
381977,0,40,1,45,0,1,1,33108,154,67
381978,1,29,1,29,1,0,0,30086,152,72
381979,1,27,1,35,1,0,0,23511,152,110
381980,1,42,1,41,0,1,1,30252,124,239
381981,0,55,1,43,0,1,1,27081,124,243
381982,0,29,1,46,1,0,0,27750,152,120
381983,1,25,1,28,1,0,0,45631,151,260
381984,0,28,1,45,0,0,1,2630,156,11
381985,0,24,1,30,1,0,0,25368,152,35
381986,0,38,1,29,1,1,0,22309,26,135
381987,1,31,1,27,0,0,1,26108,152,13
381988,0,21,1,8,1,0,0,33321,160,22
381989,1,63,1,42,0,2,1,31326,122,22
381990,0,24,1,12,1,0,0,27702,152,174
381991,0,47,1,28,1,1,0,38439,26,120
381992,1,43,1,35,1,1,0,2630,124,148
381993,0,50,1,46,0,1,1,23009,124,92
381994,0,26,1,11,1,0,0,2630,152,85
381995,1,23,1,8,1,0,0,50922,152,169
381996,0,24,1,29,1,0,0,41940,163,73
381997,0,49,1,28,1,1,0,23414,26,85
381998,0,54,1,28,1,1,0,26066,124,203
381999,0,46,1,39,0,1,1,24235,124,178
382000,0,54,1,28,0,1,1,2630,26,238
382001,0,24,1,17,0,0,0,61513,151,265
382002,1,60,1,28,0,1,1,34694,124,151
382003,0,46,1,28,0,1,1,43357,26,63
382004,0,27,1,29,1,0,0,30528,152,182
382005,1,37,1,18,0,1,1,27860,155,120
382006,0,67,1,33,0,1,1,35293,152,124
382007,1,25,1,36,1,0,0,25900,26,48
382008,0,26,1,28,1,0,1,2630,156,110
382009,0,21,1,22,1,0,0,2630,152,181
382010,1,56,1,3,0,1,1,29550,154,82
382011,0,37,1,28,1,1,0,40724,124,222
382012,0,20,1,15,1,0,1,37992,160,209
382013,1,44,1,28,0,1,1,36536,26,118
382014,0,24,1,13,0,0,0,25261,152,107
382015,0,42,1,31,0,1,1,2630,26,274
382016,1,22,1,8,0,0,1,38028,152,109
382017,0,33,1,24,0,0,1,38833,124,139
382018,1,36,1,28,0,1,1,2630,122,241
382019,1,20,1,36,0,0,1,38824,160,200
382020,0,21,1,28,0,0,1,37447,160,184
382021,1,36,1,28,0,1,1,37051,124,115
382022,0,77,1,31,0,1,1,2630,154,281
382023,0,25,1,8,0,0,1,79524,152,110
382024,0,35,1,8,0,1,1,2630,124,222
382025,0,35,1,28,1,1,0,38300,152,177
382026,0,59,1,7,1,1,0,2630,26,64
382027,1,24,1,33,1,0,0,30630,152,255
382028,1,28,1,39,1,0,0,2630,152,235
382029,1,21,1,35,0,1,1,28617,26,62
382030,0,47,1,28,0,1,1,2630,156,225
382031,1,23,1,27,0,0,1,22981,152,281
382032,0,52,1,28,0,2,1,42968,124,33
382033,0,35,1,15,0,1,1,2630,155,269
382034,0,54,1,20,0,1,1,2630,8,299
382035,1,41,1,41,0,1,1,29821,26,33
382036,0,27,1,46,1,0,0,22964,152,225
382037,0,23,1,50,1,0,0,37923,152,251
382038,1,77,1,46,1,1,0,24891,124,108
382039,1,63,1,28,1,1,0,28941,26,111
382040,1,49,1,10,0,1,1,31834,26,275
382041,0,39,1,45,0,1,1,35618,42,89
382042,0,44,1,28,0,1,1,37674,124,158
382043,1,44,1,35,1,1,0,41308,124,29
382044,1,43,1,17,1,1,0,46710,26,40
382045,1,42,1,11,1,1,0,2630,26,291
382046,0,23,1,39,0,0,1,42256,152,128
382047,0,21,1,5,0,0,0,20939,152,288
382048,1,63,1,8,1,1,0,30923,124,164
382049,0,62,1,28,1,1,0,43011,26,118
382050,1,26,1,33,1,0,1,33574,152,262
382051,1,23,1,8,1,0,0,55746,160,132
382052,1,40,1,47,1,1,0,32226,124,105
382053,1,24,1,8,1,0,0,33334,152,285
382054,1,23,1,15,1,0,0,34758,160,191
382055,1,31,1,17,1,1,0,2630,156,80
382056,0,25,1,28,1,0,0,35753,152,258
382057,1,67,1,28,0,1,1,31524,26,27
382058,0,40,1,14,0,2,1,25848,124,198
382059,1,67,1,28,0,1,1,2630,13,103
382060,1,80,1,28,1,1,0,53313,55,118
382061,0,71,1,28,0,1,1,36632,26,249
382062,0,21,1,28,1,0,0,2630,160,274
382063,1,31,1,41,0,0,1,28391,152,95
382064,0,26,1,35,0,0,1,2630,160,67
382065,1,29,1,8,0,0,0,38518,152,36
382066,0,42,1,28,1,1,0,32665,124,176
382067,0,24,1,15,0,0,1,40782,152,133
382068,1,47,1,15,0,1,1,29682,124,283
382069,0,20,1,46,0,0,1,2630,160,38
382070,1,67,1,47,0,1,1,35985,26,106
382071,0,50,1,28,1,1,0,48220,124,28
382072,1,44,1,8,1,1,0,2630,82,21
382073,0,25,1,11,1,0,0,32819,152,298
382074,1,44,1,46,1,1,0,24952,124,296
382075,0,29,1,39,0,0,1,41212,152,48
382076,1,51,1,16,1,1,0,23663,152,204
382077,0,45,1,8,0,1,1,2630,157,212
382078,1,26,1,28,0,0,1,35385,152,277
382079,1,23,1,8,1,0,0,44224,152,158
382080,0,45,1,28,0,1,1,26218,26,90
382081,0,49,1,8,0,1,1,36439,124,253
382082,0,24,1,11,1,0,0,32232,152,40
382083,0,35,1,8,0,1,1,2630,124,49
382084,0,47,1,8,0,1,1,34119,124,83
382085,1,49,1,28,0,2,1,47148,26,26
382086,0,58,1,28,0,2,1,30435,26,236
382087,1,53,1,12,1,1,0,2630,124,166
382088,1,29,1,28,0,0,1,57976,152,121
382089,0,26,1,41,0,0,1,31536,152,119
382090,1,23,1,37,0,0,1,25786,152,73
382091,0,27,1,15,1,0,0,23511,152,120
382092,1,26,1,36,1,0,0,25493,152,167
382093,0,40,1,28,0,1,1,23018,53,108
382094,1,68,1,20,0,1,1,2630,26,77
382095,1,26,1,21,1,0,0,28208,152,44
382096,0,50,1,46,0,1,1,24404,26,65
382097,1,39,1,28,0,1,1,25894,26,97
382098,1,45,1,0,0,1,1,2630,26,192
382099,1,43,1,28,0,1,1,25522,122,259
382100,0,41,1,28,0,1,1,38907,124,131
382101,0,32,1,10,0,0,1,21369,152,231
382102,1,66,1,8,0,1,1,32106,124,50
382103,0,21,1,10,0,0,1,28911,160,188
382104,0,23,1,7,1,0,0,31765,152,136
382105,1,49,1,28,0,1,1,33421,29,191
382106,0,34,1,48,0,1,1,2630,156,118
382107,1,62,1,23,1,1,0,35812,124,110
382108,0,21,1,46,1,0,0,24879,160,212
382109,1,21,1,35,0,1,1,26538,124,41
382110,1,23,1,46,1,0,0,35868,152,269
382111,1,27,1,28,1,0,0,54328,152,211
382112,0,54,1,32,0,1,1,31420,124,112
382113,0,25,1,8,1,0,0,40278,152,82
382114,1,25,1,50,1,0,0,28034,152,186
382115,0,23,1,8,1,0,0,38605,152,71
382116,0,44,1,28,0,1,1,84397,26,272
382117,0,24,1,50,1,0,0,37142,152,94
382118,0,22,1,28,0,0,0,2630,152,278
382119,1,27,1,46,1,0,0,31074,152,116
382120,0,42,1,28,0,2,1,48756,25,206
382121,0,40,1,17,0,1,1,2630,124,96
382122,1,44,1,28,0,1,1,43242,26,275
382123,0,24,1,6,1,0,0,51779,26,153
382124,1,54,1,41,1,1,0,2630,152,255
382125,1,69,1,30,1,1,0,30065,152,98
382126,0,61,1,35,1,1,0,28642,100,119
382127,1,25,1,47,1,0,0,18212,152,265
382128,1,41,1,28,0,1,1,60442,122,148
382129,1,58,1,28,0,1,1,54561,29,200
382130,0,32,1,30,0,0,1,38607,157,285
382131,1,26,1,28,0,1,1,34155,157,54
382132,0,28,1,7,0,0,1,31483,124,66
382133,0,25,1,28,1,0,0,49464,152,184
382134,1,24,1,11,1,0,0,27455,152,223
382135,0,24,1,46,1,0,0,22784,152,251
382136,0,43,1,8,0,1,1,23342,26,178
382137,0,79,1,28,1,1,0,34011,26,267
382138,0,26,1,7,1,0,0,33565,152,208
382139,0,56,1,50,1,1,0,34555,152,102
382140,0,35,1,8,1,1,0,45763,152,14
382141,1,21,1,10,1,0,0,30178,152,44
382142,1,26,1,36,1,0,0,31885,152,125
382143,1,28,1,41,1,0,0,25697,152,47
382144,0,27,1,41,1,0,0,17680,152,229
382145,0,69,1,46,0,1,0,56507,91,232
382146,0,29,1,21,0,0,1,37835,152,219
382147,1,24,1,29,1,0,0,30699,152,216
382148,0,25,1,29,1,0,0,52127,152,73
382149,0,59,1,28,0,1,1,28286,124,221
382150,1,21,1,30,0,0,1,26468,160,212
382151,0,34,1,46,0,1,1,2630,154,240
382152,0,34,1,28,0,1,0,32642,124,63
382153,1,37,1,24,0,1,1,2630,152,61
382154,0,51,1,28,1,1,0,28285,26,27
382155,1,23,1,8,1,0,0,41363,152,146
382156,1,62,1,46,0,1,0,31350,21,81
382157,0,71,1,25,1,1,0,24573,124,232
382158,1,28,1,10,1,0,0,35753,152,292
382159,0,50,1,12,0,1,1,37016,20,185
382160,0,42,1,8,0,2,1,50263,26,196
382161,1,26,1,45,1,0,0,2630,152,78
382162,0,73,1,28,0,2,1,49784,124,205
382163,1,53,1,37,0,2,1,2630,124,156
382164,0,35,1,41,1,1,0,33717,124,63
382165,1,26,1,40,0,0,1,2630,152,245
382166,0,65,1,28,0,1,1,43180,26,269
382167,1,60,1,2,0,1,0,31889,26,87
382168,0,21,1,30,0,0,0,23875,152,70
382169,0,44,1,28,0,1,1,62299,26,113
382170,0,29,1,8,1,0,0,31085,152,86
382171,1,41,1,25,1,1,0,2630,124,193
382172,0,24,1,8,1,0,0,50022,152,71
382173,0,28,1,47,0,0,1,32540,152,13
382174,1,46,1,28,1,1,0,28340,124,297
382175,1,71,1,29,0,1,0,34594,26,250
382176,1,29,1,8,1,0,0,30930,152,68
382177,1,24,1,8,1,0,0,43815,152,207
382178,1,70,1,28,0,1,1,27949,26,109
382179,1,42,1,47,0,1,1,27204,124,84
382180,0,70,1,28,1,1,0,2630,11,112
382181,0,23,1,45,1,0,0,30414,151,213
382182,0,63,1,8,0,1,0,42513,26,210
382183,1,26,1,31,1,0,0,2630,152,262
382184,0,62,1,39,0,1,1,2630,124,225
382185,0,25,1,47,0,0,0,29748,152,191
382186,1,24,1,11,0,0,1,33976,152,120
382187,0,27,1,21,1,0,0,19648,152,99
382188,0,70,1,45,0,1,1,19722,124,263
382189,1,24,1,8,1,0,0,41387,152,250
382190,0,35,1,46,0,1,1,24594,154,31
382191,1,46,1,49,0,1,0,32336,152,137
382192,0,23,1,27,0,0,0,27223,152,286
382193,1,29,1,3,1,0,0,2630,124,219
382194,0,44,1,24,1,1,1,20890,26,192
382195,1,26,1,10,1,0,0,30790,152,203
382196,1,24,1,47,1,0,0,28696,151,48
382197,0,23,1,3,1,0,0,49751,152,41
382198,1,21,1,43,0,0,0,46682,152,80
382199,0,20,1,26,0,0,1,43789,160,155
382200,0,31,1,28,1,0,0,38521,152,276
382201,1,24,1,2,1,0,0,27435,152,149
382202,1,41,1,28,0,1,1,50610,122,200
382203,0,21,1,13,0,1,1,34206,156,254
382204,0,62,1,28,1,1,0,27750,124,124
382205,0,43,1,28,0,1,0,56737,124,246
382206,1,26,1,33,1,0,0,2630,151,211
382207,0,70,1,28,1,1,0,54046,124,296
382208,0,24,1,29,0,0,1,35489,152,95
382209,0,25,1,35,1,0,0,30599,152,50
382210,0,22,1,2,0,0,1,36500,152,228
382211,1,26,1,50,1,0,0,27875,152,215
382212,0,40,1,43,1,1,0,42702,124,231
382213,0,53,1,31,1,1,0,2630,26,189
382214,0,24,1,10,1,0,0,23042,152,115
382215,1,25,1,28,0,0,1,39186,124,294
382216,0,70,1,28,0,2,1,62594,26,102
382217,1,61,1,28,1,1,0,47990,124,205
382218,1,27,1,35,1,0,0,40842,152,163
382219,0,40,1,28,1,1,0,41395,42,211
382220,0,49,1,18,1,1,1,21892,25,164
382221,1,34,1,46,0,1,1,29829,124,150
382222,1,27,1,37,1,0,0,25411,152,222
382223,1,42,1,8,1,1,0,59948,7,78
382224,1,23,1,2,1,0,0,30494,151,65
382225,0,76,1,5,0,2,1,26407,26,121
382226,0,50,1,28,0,1,1,36082,26,144
382227,0,49,1,28,0,2,1,55506,124,10
382228,1,25,1,28,0,0,1,36433,152,273
382229,0,27,1,13,1,0,0,31827,152,115
382230,1,61,1,48,0,2,1,2630,154,241
382231,0,27,1,13,1,0,0,27155,152,44
382232,0,44,1,28,0,2,1,28118,26,135
382233,0,46,1,28,0,1,1,61127,26,222
382234,1,23,1,49,1,0,0,28132,152,43
382235,0,36,1,8,0,1,1,32021,124,148
382236,0,43,1,46,0,1,0,21941,94,247
382237,0,45,1,8,0,1,1,47128,124,99
382238,1,26,1,45,1,0,0,24651,152,177
382239,0,75,1,39,1,1,0,2630,15,120
382240,1,50,1,36,0,1,1,36869,152,230
382241,0,34,1,28,0,1,1,29317,154,209
382242,1,22,1,45,0,0,0,23082,152,135
382243,1,25,1,46,1,0,0,18461,152,245
382244,1,24,1,11,1,0,0,31328,152,158
382245,0,52,1,28,0,1,1,39592,26,294
382246,0,62,1,28,0,1,1,23807,26,109
382247,0,58,1,28,0,1,1,45347,26,212
382248,1,58,1,46,1,1,1,37409,26,219
382249,0,24,1,37,0,0,0,34916,152,227
382250,0,33,1,38,0,1,1,30117,124,190
382251,0,27,1,50,0,0,1,17417,152,43
382252,1,36,1,28,0,1,1,20688,152,295
382253,0,21,1,29,0,1,1,2630,156,68
382254,1,23,1,8,1,0,0,41673,152,175
382255,1,23,1,11,1,0,0,23748,151,46
382256,1,78,1,50,0,1,1,23330,8,76
382257,0,26,1,32,1,0,0,46382,151,115
382258,1,25,1,21,1,0,0,33730,152,44
382259,0,21,1,33,1,0,0,26486,152,52
382260,1,36,1,35,1,1,0,30253,152,227
382261,0,69,1,28,1,1,0,46211,26,195
382262,0,44,1,28,0,2,1,33632,124,198
382263,1,58,1,28,1,1,0,2630,122,111
382264,0,31,1,41,1,0,0,28690,152,221
382265,1,43,1,28,1,1,0,86496,26,116
382266,1,24,1,23,1,0,0,32073,152,239
