用户ID,性别,年龄,所在地区代码,年保费,购买保险渠道,距离上次沟通时间,是否有驾照,是否购买过车险,车龄,此前是否发生事故,是否响应
285011,女,25,17,36554,152,90,1,是,< 1 年,否,0
1588,女,66,19,39097,26,202,1,否,1-2 年,是,0
9477,男,65,46,20975,157,238,1,否,1-2 年,否,0
153484,男,36,8,25086,26,156,1,是,1-2 年,否,0
336006,男,46,28,34594,124,222,1,否,1-2 年,否,0
59931,男,41,28,43692,124,284,1,否,1-2 年,是,0
319530,男,54,28,39793,124,298,1,否,1-2 年,是,0
313699,女,44,28,48424,154,94,1,否,1-2 年,是,0
248440,男,49,28,35460,124,98,1,是,1-2 年,否,0
47632,女,59,15,32051,151,130,1,否,1-2 年,是,0
337516,女,27,8,34396,152,223,1,是,< 1 年,否,0
79653,女,24,9,36159,152,29,1,否,< 1 年,否,0
317720,男,46,28,35328,26,75,1,否,> 2 年,是,1
62919,男,27,44,21257,152,131,1,是,< 1 年,否,0
160290,男,37,28,2630,31,155,1,否,1-2 年,是,0
46902,男,42,47,39163,124,33,1,否,1-2 年,是,0
89329,男,63,28,33795,26,165,1,否,> 2 年,是,0
80947,女,22,8,33743,152,209,1,否,< 1 年,是,0
332220,女,22,12,34657,152,54,1,是,< 1 年,否,0
98169,女,44,8,40695,7,95,1,是,1-2 年,否,0
213079,男,27,30,42336,152,70,1,是,< 1 年,否,0
187364,女,26,22,28134,152,110,1,是,< 1 年,否,0
116056,女,25,10,21380,152,64,1,否,< 1 年,是,0
191480,女,24,38,27934,152,16,1,是,< 1 年,否,0
270348,女,60,19,23370,26,98,1,否,1-2 年,是,0
185616,女,21,8,31469,160,251,1,是,< 1 年,否,0
31191,女,22,21,2630,152,273,1,是,< 1 年,否,0
102322,女,26,8,36912,152,79,1,是,< 1 年,否,0
147443,女,24,30,54535,152,264,1,否,< 1 年,是,0
133175,女,42,28,42866,124,13,1,是,1-2 年,是,0
269569,男,23,29,36395,152,141,1,是,< 1 年,否,0
7517,女,26,32,32093,160,19,1,否,< 1 年,是,0
358259,男,23,41,29278,152,212,1,是,< 1 年,否,0
315225,女,23,15,2630,26,198,1,否,< 1 年,是,0
113914,女,23,25,28382,151,49,1,是,< 1 年,否,0
78510,女,67,8,2630,26,208,1,是,1-2 年,是,0
303796,男,39,28,28239,26,118,1,否,1-2 年,是,0
308959,男,22,8,37251,152,106,1,否,< 1 年,是,0
142978,男,21,43,25409,152,54,1,是,< 1 年,否,0
287946,男,32,6,30079,124,197,1,否,1-2 年,是,0
307966,女,24,28,2630,160,158,1,否,1-2 年,否,0
206133,女,23,3,20394,152,182,1,是,< 1 年,否,0
133706,男,71,28,59801,61,113,1,是,1-2 年,否,0
302584,女,21,8,37716,160,37,1,是,< 1 年,否,0
361296,女,28,28,41967,26,65,1,是,< 1 年,否,0
182497,女,35,8,46863,124,110,1,是,1-2 年,否,0
300237,男,73,43,35986,26,276,1,否,1-2 年,是,0
58556,男,29,29,38794,154,76,1,是,< 1 年,是,0
109437,男,23,29,54251,152,211,1,是,< 1 年,否,0
7868,女,21,3,39866,152,111,1,是,< 1 年,是,0
374565,女,23,30,31276,152,176,1,是,< 1 年,否,0
342513,男,37,28,31798,122,161,1,否,1-2 年,是,0
182909,男,23,27,27670,152,129,1,否,< 1 年,是,0
100724,女,36,27,2630,151,263,1,是,1-2 年,否,0
373770,女,63,26,45932,120,158,1,是,1-2 年,否,0
23879,女,36,28,50235,124,202,1,是,1-2 年,否,0
156885,男,49,28,35619,124,189,1,否,> 2 年,是,0
59137,男,73,28,33236,26,136,1,是,1-2 年,是,0
348512,男,27,28,2630,154,51,1,否,1-2 年,否,0
248854,女,31,50,34172,152,51,1,是,< 1 年,否,0
30277,女,26,41,18941,152,187,1,是,< 1 年,否,0
59375,男,31,28,33539,163,214,1,否,< 1 年,是,0
206928,女,71,28,47993,26,28,1,是,1-2 年,否,0
297828,男,42,28,35776,52,111,1,否,1-2 年,是,0
153519,男,23,2,2630,152,131,1,是,< 1 年,否,0
109737,女,24,6,24682,152,37,1,是,< 1 年,否,0
265802,男,24,9,36628,152,94,1,是,< 1 年,否,0
87917,女,20,4,25327,160,216,1,否,< 1 年,是,0
102655,男,43,0,2630,25,43,1,是,1-2 年,否,0
379638,男,43,3,2630,156,195,1,是,1-2 年,是,0
217801,女,25,47,38293,122,65,1,否,< 1 年,是,0
206574,男,45,8,32641,124,174,1,否,1-2 年,是,0
68594,女,20,15,28145,160,207,1,否,< 1 年,是,0
216441,女,22,27,30122,152,126,1,否,< 1 年,是,0
292291,男,21,36,24550,152,39,1,否,< 1 年,是,0
310371,男,66,29,33260,26,250,1,是,1-2 年,是,0
31226,男,23,7,41280,152,207,1,否,< 1 年,是,0
188329,男,27,21,29608,152,201,1,是,< 1 年,否,0
137661,男,44,28,34118,26,39,1,否,1-2 年,否,0
69265,男,43,15,2630,152,120,1,否,1-2 年,否,0
299972,男,25,50,26630,152,181,1,是,< 1 年,否,0
259238,男,40,47,34443,124,267,1,是,1-2 年,否,0
340371,男,50,2,2630,25,34,1,是,1-2 年,是,0
308783,男,54,28,55249,26,94,1,否,> 2 年,是,1
167914,男,26,41,37859,152,21,1,是,< 1 年,否,0
260456,女,42,28,37779,29,25,1,否,1-2 年,是,1
364978,男,22,41,2630,152,116,1,是,< 1 年,否,0
317078,女,39,14,2630,124,101,1,否,1-2 年,是,1
183607,男,43,28,46639,13,145,1,否,1-2 年,是,1
63712,女,77,3,2630,26,76,1,否,1-2 年,是,0
147081,男,48,28,26868,4,274,1,否,1-2 年,否,0
133341,男,68,28,39636,158,179,1,否,1-2 年,是,0
216507,男,54,28,38160,124,178,1,是,1-2 年,否,0
158652,女,23,8,39462,152,107,1,是,< 1 年,否,0
93324,女,40,33,30335,152,61,1,是,1-2 年,否,0
256001,男,48,28,38444,124,27,1,否,1-2 年,是,1
352985,女,47,8,44678,124,266,1,否,1-2 年,是,1
133881,男,48,3,2630,157,88,1,否,1-2 年,是,1
29236,男,34,16,42496,152,77,1,是,< 1 年,否,0
126475,男,24,35,33072,152,36,1,是,< 1 年,否,0
96761,女,33,45,24935,124,123,1,是,1-2 年,否,0
26522,女,38,34,40391,26,46,1,是,1-2 年,否,0
5627,女,68,41,43188,124,211,1,是,1-2 年,是,0
56368,男,61,15,34646,30,237,1,是,1-2 年,否,0
312462,女,22,21,31893,152,59,1,是,< 1 年,否,0
294952,男,50,41,37091,26,229,1,是,1-2 年,否,0
161112,男,57,28,34533,124,39,1,否,1-2 年,是,1
64657,男,45,46,26409,22,160,1,是,1-2 年,否,0
122661,男,45,43,32292,124,41,1,否,1-2 年,是,1
275873,男,53,28,36549,124,130,1,是,1-2 年,否,0
128586,女,24,28,60264,152,298,1,是,< 1 年,否,0
32714,女,20,33,2630,160,268,1,是,< 1 年,否,0
108198,女,23,28,24550,160,188,1,是,< 1 年,否,0
11895,男,29,28,2630,122,250,1,否,1-2 年,是,1
52621,女,43,30,2630,152,23,1,是,1-2 年,否,0
308524,男,22,50,29425,152,51,1,否,< 1 年,是,0
276073,男,20,6,26562,163,253,1,否,< 1 年,是,0
18769,女,70,28,40363,13,50,1,否,1-2 年,是,0
128841,男,21,37,31226,160,222,1,否,< 1 年,是,0
176192,女,23,25,20608,152,89,1,是,< 1 年,否,0
45460,男,64,28,37297,26,265,1,否,> 2 年,否,1
8157,男,44,28,40724,124,277,1,否,1-2 年,是,1
211725,女,58,29,2630,26,202,1,是,1-2 年,否,0
85466,男,21,29,31437,152,210,1,是,< 1 年,否,0
171090,女,24,37,30774,152,20,1,是,< 1 年,否,0
326953,女,73,11,51508,60,49,1,否,> 2 年,是,0
48672,男,25,36,48402,152,277,1,是,< 1 年,否,0
94698,男,47,28,36560,26,53,1,否,1-2 年,是,1
24431,女,33,28,70696,150,115,1,是,1-2 年,否,0
288909,男,67,8,2630,26,71,1,否,1-2 年,否,0
247785,女,35,47,31568,124,297,1,否,1-2 年,是,1
3301,女,34,45,29847,152,292,1,是,1-2 年,否,0
270155,女,25,9,26651,152,178,1,是,< 1 年,否,0
213236,男,24,28,95130,152,50,1,是,< 1 年,否,0
98657,男,33,28,36864,124,114,1,是,1-2 年,否,0
168013,男,23,50,35736,152,139,1,是,< 1 年,否,0
372154,女,44,28,42665,26,44,1,否,1-2 年,是,1
16631,女,41,14,25595,124,209,1,是,1-2 年,否,0
140176,男,22,34,36298,152,43,1,是,< 1 年,否,0
192779,女,28,47,35665,152,56,1,是,< 1 年,否,0
178336,男,62,28,47474,26,43,1,否,1-2 年,是,1
235745,女,72,7,2630,122,168,1,否,1-2 年,是,0
309217,女,24,30,26406,152,243,1,是,< 1 年,否,0
151551,男,25,50,49727,152,142,1,是,< 1 年,否,0
298137,女,25,10,42079,152,131,1,是,< 1 年,否,0
314391,女,21,2,26291,152,218,1,否,< 1 年,是,0
169100,女,61,38,2630,156,60,1,否,1-2 年,是,1
355100,男,22,8,36350,152,294,1,是,< 1 年,否,0
245846,女,21,50,48710,160,211,1,是,< 1 年,否,0
208681,女,24,14,44448,152,280,1,否,< 1 年,是,0
231734,女,20,50,33750,160,202,1,否,< 1 年,是,0
354527,女,23,15,2630,152,145,1,是,< 1 年,否,0
161585,女,21,33,26673,152,148,1,否,< 1 年,是,0
121456,男,33,28,29511,124,56,1,否,1-2 年,是,1
117210,女,34,30,34736,26,38,1,否,1-2 年,是,1
333659,男,68,45,2630,124,279,1,是,1-2 年,是,0
165274,女,24,31,2630,160,119,1,是,< 1 年,否,0
75476,男,53,36,24751,124,95,1,否,1-2 年,是,1
346491,男,27,18,27957,152,112,1,是,< 1 年,否,0
52999,女,25,28,29439,152,82,1,是,< 1 年,否,0
300748,男,67,8,64955,7,228,1,否,> 2 年,是,0
103121,女,76,28,54398,26,221,1,否,1-2 年,是,0
52972,女,20,27,2630,160,60,1,是,< 1 年,否,0
73031,女,28,28,49378,152,256,1,是,< 1 年,否,0
64512,男,40,41,2630,12,279,1,是,1-2 年,否,0
314905,女,61,28,40975,26,34,1,是,1-2 年,否,0
182647,女,66,28,27306,55,186,1,否,1-2 年,是,0
266490,男,55,37,36661,26,89,1,是,1-2 年,否,0
275245,男,23,46,25663,152,265,1,是,< 1 年,否,0
135921,男,67,28,50437,26,206,0,是,1-2 年,是,0
129261,男,63,19,37611,124,75,1,否,1-2 年,否,0
329844,女,78,8,2630,26,41,1,否,1-2 年,是,0
28545,男,31,46,2630,156,119,1,否,1-2 年,是,1
32452,女,47,28,46321,124,188,1,否,1-2 年,是,1
275963,女,24,8,42106,152,88,1,否,< 1 年,是,0
47495,女,28,49,27753,152,23,1,是,< 1 年,否,0
119393,男,75,28,39023,26,126,1,否,1-2 年,是,0
242835,男,23,27,52746,152,167,1,是,< 1 年,是,0
158603,男,70,39,2630,124,26,1,否,1-2 年,是,0
279024,女,24,8,35060,152,121,1,否,< 1 年,是,0
117363,女,30,38,28018,152,255,1,是,< 1 年,否,0
180783,男,66,43,39196,124,266,1,是,1-2 年,是,0
34454,女,27,30,29520,157,144,1,否,< 1 年,否,0
195703,男,42,28,40628,122,164,1,否,1-2 年,是,1
348516,男,29,28,46097,152,266,1,否,< 1 年,是,0
198387,女,24,8,22993,152,146,1,是,< 1 年,否,0
86885,女,23,10,21193,152,210,1,否,< 1 年,是,0
91139,女,42,15,2630,26,100,1,否,1-2 年,是,1
266155,女,23,15,36980,152,264,1,否,< 1 年,是,0
337649,男,30,39,2630,124,147,1,否,1-2 年,是,1
361038,女,22,26,25602,152,13,1,是,< 1 年,否,0
326192,男,28,8,50149,124,244,1,否,< 1 年,是,1
81209,女,80,28,45685,26,223,1,否,1-2 年,是,0
25321,男,25,41,29894,152,140,1,是,< 1 年,否,0
184986,女,60,36,2630,152,180,1,否,1-2 年,否,0
171624,男,67,33,30595,26,167,1,是,1-2 年,否,0
79803,男,47,28,41293,26,81,1,否,> 2 年,是,0
324076,女,44,28,24821,124,179,1,否,1-2 年,是,1
76037,女,23,29,32098,152,223,1,是,< 1 年,否,0
77398,男,27,32,37147,152,27,1,是,< 1 年,否,0
190148,女,25,10,29587,152,65,1,是,< 1 年,否,0
294054,女,21,41,41413,160,57,1,否,< 1 年,是,0
146751,女,33,23,40826,152,175,1,否,< 1 年,是,1
349009,男,40,28,41283,26,174,1,否,1-2 年,是,1
351015,男,38,33,34606,29,21,1,是,1-2 年,否,0
310952,男,21,13,25048,152,97,1,否,< 1 年,是,0
306777,女,47,28,37363,124,294,1,否,1-2 年,是,1
7702,女,20,41,2630,156,110,1,否,< 1 年,是,0
186216,男,35,18,2630,152,256,1,否,1-2 年,是,1
319554,男,62,28,43666,26,287,1,是,1-2 年,是,0
186093,女,51,8,2630,124,44,1,是,1-2 年,否,0
232312,男,29,28,46925,26,94,1,否,< 1 年,是,1
60861,女,39,14,40317,26,25,1,是,1-2 年,否,0
246965,女,49,29,47726,122,194,1,是,1-2 年,否,0
217385,女,73,50,2630,157,160,1,否,1-2 年,是,0
95989,女,22,30,26362,152,233,1,是,< 1 年,否,0
333108,女,22,46,27301,152,190,1,否,< 1 年,是,0
301831,男,21,15,28531,163,170,1,否,< 1 年,是,0
365765,女,24,47,24016,26,166,1,是,< 1 年,否,0
217146,男,26,47,29263,152,299,1,否,< 1 年,否,0
156979,女,39,0,2630,26,146,1,否,1-2 年,是,1
379978,男,53,28,38117,124,175,1,否,1-2 年,是,1
190664,男,31,12,45584,124,18,1,否,< 1 年,是,1
74282,女,21,25,42495,160,106,1,否,< 1 年,否,0
316993,女,65,46,32155,26,14,1,否,1-2 年,是,0
369469,女,30,50,38465,152,285,1,否,< 1 年,是,0
215499,男,23,33,2630,152,278,1,是,< 1 年,否,0
49219,男,50,28,42894,124,59,1,否,1-2 年,是,1
124556,男,34,12,2630,157,229,1,否,1-2 年,否,0
301701,男,24,6,26048,152,225,1,是,< 1 年,否,0
82029,男,37,28,32916,124,156,1,否,1-2 年,是,1
170402,女,70,28,29348,26,52,1,否,1-2 年,是,0
290452,男,28,5,25406,152,54,1,是,< 1 年,否,0
239906,男,28,15,22418,152,98,1,是,< 1 年,否,0
365221,女,21,30,33535,160,160,1,是,< 1 年,否,0
212318,男,48,46,36531,124,87,1,否,1-2 年,是,1
153855,女,29,14,32091,152,206,1,是,< 1 年,否,0
214101,女,40,7,2630,124,283,1,否,1-2 年,是,1
377295,女,36,28,34333,124,283,1,否,1-2 年,是,1
167833,男,70,29,48731,124,65,1,是,1-2 年,否,0
291588,男,34,47,2630,124,114,1,否,1-2 年,是,1
117848,男,45,28,32660,25,275,1,否,1-2 年,是,1
160810,男,23,32,30953,152,159,1,是,< 1 年,否,0
923,男,24,8,29817,152,88,1,是,< 1 年,否,0
233665,女,21,36,25683,152,156,1,否,< 1 年,是,0
282947,男,23,23,30761,26,25,1,是,< 1 年,否,0
98564,男,30,18,25505,152,149,1,否,< 1 年,是,0
267736,女,20,10,2630,156,201,1,否,< 1 年,是,0
209770,男,21,15,43662,152,241,1,否,< 1 年,是,0
314986,女,26,28,2630,152,247,1,是,< 1 年,否,0
304756,男,64,8,2630,7,176,1,是,1-2 年,是,0
69330,女,61,28,43579,122,257,1,否,1-2 年,是,0
120350,女,24,38,24468,152,161,1,是,< 1 年,否,0
170528,男,72,49,35627,26,16,1,是,1-2 年,否,0
345607,男,39,29,31651,124,177,1,否,1-2 年,是,1
367885,女,24,36,2630,122,175,1,否,< 1 年,是,0
202833,女,38,35,2630,156,291,1,否,1-2 年,否,1
84675,男,36,28,56623,124,37,1,否,> 2 年,是,0
59434,男,58,14,21139,30,93,1,是,1-2 年,否,0
336714,男,23,36,44613,152,94,1,否,< 1 年,否,0
66553,女,63,46,25403,26,278,1,否,1-2 年,是,0
210465,男,60,28,74239,26,156,1,否,1-2 年,是,0
94137,男,25,3,31341,152,179,1,是,< 1 年,否,0
361165,男,25,9,36641,152,136,1,否,< 1 年,是,0
194829,男,31,3,2630,156,189,1,否,1-2 年,是,1
462,男,52,28,46090,124,217,1,否,1-2 年,是,1
223558,男,52,28,33335,124,175,1,否,1-2 年,是,1
53612,女,28,8,43375,151,159,1,是,< 1 年,否,0
371337,男,41,28,33784,124,80,1,否,1-2 年,是,1
291071,男,48,28,59023,26,292,1,否,> 2 年,是,1
229890,男,42,30,2630,124,48,1,否,< 1 年,是,1
109521,女,30,28,26449,26,219,1,是,1-2 年,否,0
229653,男,32,6,2630,163,298,1,否,1-2 年,是,1
196833,女,36,8,2630,157,184,1,否,1-2 年,否,0
48211,女,53,11,28074,124,153,1,否,1-2 年,是,1
153268,女,20,30,2630,160,57,1,否,< 1 年,否,0
340152,女,60,38,2630,156,92,1,否,1-2 年,是,0
238223,男,39,41,19840,26,58,1,否,1-2 年,是,1
283614,男,33,28,37058,124,67,1,否,< 1 年,是,1
249173,女,38,28,39920,124,80,1,否,1-2 年,是,1
43576,女,26,2,24763,152,246,1,否,< 1 年,是,0
73436,男,45,28,39943,124,157,1,否,1-2 年,是,1
293843,男,62,46,36357,26,259,1,否,1-2 年,是,0
375164,男,22,47,34915,152,234,1,是,< 1 年,否,0
255629,女,23,11,31935,152,82,1,是,< 1 年,否,0
239354,女,31,46,35006,154,147,1,否,1-2 年,是,1
226545,女,23,21,40754,152,55,1,是,< 1 年,否,0
267713,男,32,45,26087,124,227,1,否,1-2 年,是,1
356635,男,35,8,2630,157,77,1,否,1-2 年,否,0
323118,男,26,41,32911,152,133,1,是,< 1 年,否,0
61796,女,24,41,33078,152,143,1,是,< 1 年,否,0
273762,女,77,28,63341,122,17,1,否,1-2 年,是,0
96535,男,22,33,18180,152,243,1,是,< 1 年,否,0
52085,女,23,27,2630,152,93,1,否,< 1 年,是,0
168017,女,30,41,31356,152,23,1,是,< 1 年,否,0
143231,女,21,3,2630,160,158,1,否,1-2 年,否,0
278398,男,28,8,39417,124,96,1,否,< 1 年,是,0
273616,男,39,28,44393,26,145,1,是,1-2 年,否,0
355210,男,22,8,29243,152,123,1,是,< 1 年,否,0
10261,女,21,46,29783,160,126,1,是,< 1 年,否,0
320211,女,38,11,30120,152,185,1,是,1-2 年,否,0
356552,女,26,49,2630,152,140,1,是,< 1 年,否,0
296437,女,43,28,47863,124,245,1,否,1-2 年,是,1
190134,男,32,28,41229,152,283,1,是,< 1 年,否,0
158776,女,23,28,41222,152,116,1,是,< 1 年,否,0
11967,女,76,37,48938,124,127,1,是,1-2 年,否,0
70679,女,23,10,25469,152,246,1,是,< 1 年,否,0
377421,男,66,8,41404,26,285,1,是,1-2 年,是,0
70322,女,43,2,33494,152,21,1,否,1-2 年,否,0
70743,男,20,35,2630,163,176,1,否,< 1 年,是,0
344191,男,43,41,32518,26,234,1,否,1-2 年,是,1
25769,男,40,20,2630,124,157,1,是,1-2 年,否,0
77910,男,51,46,2630,156,151,1,否,1-2 年,是,1
45897,女,40,11,2630,157,184,1,否,1-2 年,是,1
177372,女,26,5,31420,152,96,1,否,< 1 年,是,0
290304,男,28,10,2630,24,125,1,是,1-2 年,否,0
82882,男,41,28,35906,124,15,1,否,1-2 年,是,1
71659,男,33,45,22698,154,96,1,否,1-2 年,是,1
6533,男,74,48,2630,124,78,1,是,1-2 年,否,0
12912,女,29,29,15337,152,281,1,是,< 1 年,否,0
117475,男,30,44,18908,152,278,1,否,< 1 年,是,0
302888,女,25,36,33568,152,146,1,是,< 1 年,是,0
114249,男,36,28,70720,124,48,1,否,1-2 年,是,1
180964,男,26,6,33072,152,96,1,是,< 1 年,否,0
102697,女,21,13,27443,160,14,1,是,< 1 年,否,0
7742,女,42,8,27958,124,57,1,否,1-2 年,是,1
138969,女,24,22,36252,152,177,1,是,< 1 年,否,0
114913,女,22,10,41754,152,127,1,是,< 1 年,否,0
278328,男,45,28,47704,26,112,1,否,1-2 年,是,1
22593,男,23,28,28076,152,223,1,否,< 1 年,是,0
168644,女,25,25,27836,152,209,1,是,< 1 年,否,0
138974,男,21,46,26261,160,134,1,是,< 1 年,否,0
372841,男,43,8,37964,124,113,1,否,1-2 年,是,1
336456,男,23,8,2630,152,36,1,是,< 1 年,否,0
8147,女,25,29,25419,152,105,1,是,< 1 年,否,0
206772,女,26,29,25913,152,91,1,是,< 1 年,否,0
191196,男,76,28,44549,122,138,1,是,1-2 年,否,0
228340,男,22,30,21955,152,92,1,是,< 1 年,否,0
46309,女,22,29,32262,152,295,1,是,< 1 年,否,0
135756,男,70,18,2630,122,274,1,是,1-2 年,否,0
161436,女,21,37,2630,160,16,1,否,< 1 年,否,0
85255,女,24,9,38595,152,73,1,否,< 1 年,是,0
314448,男,66,37,38247,26,165,1,否,1-2 年,是,0
371338,男,50,28,38628,30,64,1,否,1-2 年,是,1
305117,男,34,28,53997,152,226,1,是,1-2 年,否,0
174789,女,23,30,25040,152,256,1,是,< 1 年,否,0
15712,男,54,47,27062,163,183,1,否,1-2 年,是,1
220484,女,22,44,29431,152,214,1,是,< 1 年,否,0
187043,女,39,50,24898,8,178,1,否,1-2 年,是,1
223442,男,41,41,40744,124,270,1,否,1-2 年,是,1
163854,女,24,8,54234,152,50,1,否,< 1 年,是,0
165665,女,38,41,31017,124,144,1,否,1-2 年,是,1
20404,男,52,41,34034,124,285,1,是,1-2 年,否,0
127399,男,67,46,2630,26,230,1,是,1-2 年,否,0
23897,男,26,28,49277,152,233,1,是,< 1 年,否,0
283936,男,38,18,2630,156,289,1,否,1-2 年,是,1
303752,女,35,20,2630,124,156,1,否,1-2 年,是,1
65759,男,21,35,26714,26,115,1,否,< 1 年,是,0
340398,男,29,8,27238,152,291,1,否,< 1 年,是,0
369704,男,38,28,40842,26,12,1,否,1-2 年,是,1
206045,男,65,48,2630,26,36,1,否,> 2 年,是,0
127496,男,27,3,25001,152,192,1,否,< 1 年,是,0
355949,女,25,47,30439,152,175,1,是,< 1 年,否,0
32137,男,30,41,49655,152,294,1,是,< 1 年,否,0
290694,女,24,6,23233,152,173,1,是,< 1 年,否,0
201582,女,28,28,29032,152,155,1,是,< 1 年,否,0
148094,男,38,28,38060,52,32,1,否,1-2 年,否,1
211301,女,73,28,46213,124,211,1,否,1-2 年,是,0
84212,男,25,47,44490,152,210,1,是,< 1 年,否,0
355174,女,39,28,32603,122,263,1,否,1-2 年,否,0
190085,女,64,28,49985,122,241,1,是,1-2 年,否,0
263214,女,23,18,2630,160,125,1,否,< 1 年,否,0
126104,男,71,8,39863,26,115,1,是,1-2 年,否,0
167551,男,41,35,24190,124,193,1,是,1-2 年,否,0
122826,女,40,34,40154,26,23,1,否,1-2 年,是,1
222345,男,41,28,48311,124,97,1,否,1-2 年,是,1
151770,女,61,3,25598,154,260,1,否,1-2 年,是,0
44344,男,40,33,2630,156,287,1,否,1-2 年,是,1
6794,男,67,28,45449,26,84,1,是,1-2 年,否,0
148451,女,67,28,25823,139,169,1,否,1-2 年,是,0
80467,男,24,36,30824,152,199,1,是,< 1 年,否,0
42383,女,38,28,30882,124,256,1,否,1-2 年,是,1
119616,男,53,12,23412,26,243,1,是,1-2 年,否,0
219896,女,48,15,35911,26,234,1,是,1-2 年,否,0
65066,男,68,28,45901,124,111,1,否,> 2 年,是,0
363002,男,59,8,2630,7,48,1,否,1-2 年,是,0
19634,男,41,28,31838,124,170,1,否,1-2 年,是,1
306695,男,21,25,27589,152,169,1,是,< 1 年,否,0
28894,男,29,29,29959,152,20,1,是,< 1 年,否,0
274552,男,62,46,42370,124,120,1,是,1-2 年,是,0
151458,男,21,46,30369,160,140,1,否,< 1 年,是,0
117646,男,30,28,101070,152,55,1,是,< 1 年,否,0
67046,男,22,47,33196,152,276,1,是,< 1 年,否,0
206015,男,51,17,2630,157,38,1,否,1-2 年,是,1
268927,女,26,17,46292,152,160,1,是,< 1 年,否,0
162178,男,54,50,28291,25,29,1,否,1-2 年,是,1
27982,女,24,50,35365,152,262,1,否,< 1 年,是,0
321891,男,60,28,2630,26,203,1,否,1-2 年,是,0
94548,女,44,28,42385,26,61,1,否,1-2 年,是,1
172841,女,26,15,34817,152,124,1,是,< 1 年,否,0
155943,女,61,28,60693,122,82,1,是,1-2 年,否,0
263030,女,27,28,30430,152,189,1,是,< 1 年,否,0
185175,男,51,8,50443,25,214,1,否,1-2 年,是,1
336113,男,56,28,41838,26,253,1,否,1-2 年,是,1
70828,男,25,21,31181,152,192,1,是,< 1 年,否,0
190700,男,51,28,42543,124,97,1,是,1-2 年,否,0
129223,男,71,28,58802,26,67,1,是,1-2 年,否,0
259662,女,36,28,39952,26,78,1,是,1-2 年,否,0
103452,男,31,26,26589,160,54,1,否,< 1 年,是,0
351348,男,36,28,49436,55,251,1,是,1-2 年,否,0
1973,女,44,28,30828,26,163,1,否,1-2 年,是,1
126171,男,35,23,2630,157,188,1,否,1-2 年,否,0
263315,男,22,13,29334,152,58,1,否,< 1 年,是,0
307691,女,27,41,34794,152,163,1,是,< 1 年,否,0
290284,女,53,30,27275,156,135,1,否,> 2 年,是,0
48313,男,64,8,2630,25,93,1,是,1-2 年,否,0
82452,男,53,8,49907,26,216,1,否,1-2 年,是,1
218817,男,49,45,26055,26,33,1,否,1-2 年,是,1
287515,女,21,8,35275,160,271,1,是,< 1 年,否,0
345687,女,21,36,19812,152,38,1,否,< 1 年,是,0
133222,男,29,50,26568,8,11,1,是,1-2 年,否,0
40983,女,27,41,19122,152,247,1,是,< 1 年,否,0
236560,女,53,28,45711,124,267,1,否,1-2 年,是,1
51246,男,78,28,24932,122,149,1,是,1-2 年,是,0
227026,男,59,28,41694,26,125,1,是,1-2 年,否,0
345641,男,35,6,2630,136,283,1,否,1-2 年,是,1
220175,男,35,41,42772,124,69,1,否,1-2 年,否,0
330730,女,58,8,42143,152,241,1,是,1-2 年,否,0
148900,女,22,10,25585,152,239,1,否,< 1 年,是,0
215124,女,46,28,32101,26,218,1,否,1-2 年,是,1
359119,男,51,19,35819,13,138,1,是,1-2 年,否,0
21849,女,73,28,54709,122,274,1,否,> 2 年,是,0
19017,男,27,28,39974,152,98,1,是,< 1 年,否,0
216955,男,45,18,33526,124,239,1,否,1-2 年,是,1
334017,女,30,28,43411,124,281,1,否,< 1 年,是,0
37953,女,24,43,25206,151,289,1,是,< 1 年,否,0
177464,男,26,28,28293,156,267,1,否,< 1 年,是,0
161985,女,28,3,24388,151,87,1,否,< 1 年,是,0
200337,男,22,8,31216,152,190,1,是,< 1 年,否,0
49429,男,23,28,2630,1,140,1,否,< 1 年,否,0
183291,女,75,28,33540,124,58,1,否,1-2 年,否,0
